timestamp,Active_Energy_Delivered_Received,Current_Phase_Average,Active_Power,Performance_Ratio,Wind_Speed,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted
"2016-11-09 02:45:00",36570,0,0,0,,22.466167449951,36.9694480896,1.3743438720703,1.0692497491837,340.02423095703,0,3.4774351119995,2.100713968277
"2016-11-09 02:50:00",36570,0,0,0,,22.38716506958,37.129619598389,1.5364694595337,1.2199915647507,342.07055664062,0,3.3929498195648,2.1722505092621
"2016-11-09 02:55:00",36570,0,0,0,,22.168897628784,37.6379737854,1.8668538331985,1.5911639928818,345.19653320312,0,3.3940534591675,2.166118144989
"2016-11-09 03:00:00",36570,0,0,0,,22.014032363892,38.015300750732,1.8098322153091,1.5291244983673,339.40771484375,0,3.5788917541504,2.1809792518616
"2016-11-09 03:05:00",36570,0,0,0,,21.833911895752,38.490898132324,2.0800325870514,1.7757351398468,342.06268310547,0,3.6717460155487,2.0644981861115
"2016-11-09 03:10:00",36570,0,0,0,,21.604496002197,38.980098724365,2.5248727798462,2.2236227989197,333.05328369141,0,3.8466954231262,2.101663351059
"2016-11-09 03:15:00",36570,0,0,0,,21.251953125,39.940452575684,2.3975024223328,2.0280313491821,329.74813842773,0,3.6294455528259,2.2244646549225
"2016-11-09 03:20:00",36570,0,0,0,,21.185749053955,40.238647460938,1.6384387016296,1.3397154808044,302.85916137695,0,3.3877177238464,2.0740785598755
"2016-11-09 03:25:00",36570,0,0,0,,21.225498199463,40.176769256592,0.81513023376465,0.60883873701096,318.67681884766,0,2.9010174274445,1.678625702858
"2016-11-09 03:30:00",36570,0,0,0,,21.446073532104,39.54455947876,0.65072393417358,0.49911552667618,332.60861206055,0,2.5516445636749,1.4730199575424
"2016-11-09 03:35:00",36570,0,0,0,,21.577463150024,39.153339385986,0.63294583559036,0.49903854727745,314.46005249023,0,2.5149040222168,1.3623511791229
"2016-11-09 03:40:00",36570,0,0,0,,21.645374298096,38.850070953369,0.65971684455872,0.49940878152847,342.07705688477,0,2.1440403461456,1.2926436662674
"2016-11-09 03:45:00",36570,0,0,0,,21.635723114014,38.8046875,0.84198927879333,0.55549257993698,341.95150756836,0,2.3600144386292,1.3258016109467
"2016-11-09 03:50:00",36570,0,0,0,,21.523765563965,39.074214935303,1.3528653383255,1.0456447601318,341.96264648438,0,2.73024725914,1.5455884933472
"2016-11-09 03:55:00",36570,0,0,0,,21.424596786499,39.349342346191,1.6829566955566,1.4140751361847,345.17492675781,0,3.0503790378571,1.8816740512848
"2016-11-09 04:00:00",36570,0,0,0,,21.190383911133,40.014896392822,2.157919883728,1.7313361167908,345.173828125,0,3.4701380729675,2.1798448562622
"2016-11-09 04:05:00",36570,0,0,0,,20.970552444458,40.757343292236,2.4959042072296,2.0936870574951,339.37982177734,0,3.7064433097839,2.3299069404602
"2016-11-09 04:10:00",36570,0,0,0,,20.680679321289,41.37894821167,2.7285101413727,2.3690392971039,345.17385864258,0,3.7488720417023,2.3430514335632
"2016-11-09 04:15:00",36570,0,0,0,,20.315475463867,42.550621032715,2.7806878089905,2.4177498817444,318.30218505859,0,3.806321144104,2.5986752510071
"2016-11-09 04:20:00",36570,0,0,0,,19.85950088501,44.05241394043,2.9365110397339,2.6246995925903,323.49966430664,0,3.6602640151978,2.5434312820435
"2016-11-09 04:25:00",36570,0,0,0,,19.561094284058,44.862049102783,2.6334366798401,2.2277538776398,238.94929504395,0,3.7172446250916,2.5071573257446
"2016-11-09 04:30:00",36570,0,0,0,,19.510093688965,44.840282440186,1.8983162641525,1.4699794054031,305.23873901367,0,3.5479710102081,2.2293112277985
"2016-11-09 04:35:00",36570,0,0,0,,19.88604927063,43.687538146973,1.295446395874,1.0093275308609,289.63522338867,0,3.4393606185913,2.1477220058441
"2016-11-09 04:40:00",36570,0,0,0,,19.996723175049,43.175170898438,1.4759078025818,1.0300385951996,335.64123535156,0,3.2363488674164,1.956081032753
"2016-11-09 04:45:00",36570,0,0,0,,20.219764709473,42.478481292725,1.0697375535965,0.60359698534012,345.16513061523,0,2.9966278076172,1.7749807834625
"2016-11-09 04:50:00",36570,0,0,0,,20.175569534302,42.433269500732,1.3839272260666,1.109778881073,334.24273681641,0,2.7514338493347,1.6138941049576
